1     2    3    4 5    6 7   8     9   10     11            12            13     14        15         16     17
PAOGI,Time,LAT,N,LONG,W,FixQuality,Sats,HDOP,Alt,AgeLastDGPS,SpeedOverGround,Heading,RollAngle,PitchAngle,YawRate,Checksum, Comment
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.3,0.0,-0.9,*52, Parse duration: 35 us
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,116.8,0.0,-1.8,*77
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,117.0,0.0,-1.8,*7E
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,117.2,0.0,-1.7,*73
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,117.1,0.0,-1.8,*7F
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,117.0,0.0,-1.6,*70
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,116.9,0.0,-1.7,*79
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,116.9,0.0,-1.7,*79
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,116.9,0.0,-1.8,*76
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.1,0.0,0.0,117.1,0.0,-1.9,*7E
$PAOGI,232407,5729.7212,N,00407.1793,W,1,28,,46.0,0.0,0.0,117.0,0.0,-1.8,*7F

Pitch angle is roll in UM982 terms, roll is always zero

No DOP in AGRIC - fk
